application_number,brand_name,generic_name,company,approval_year,submission_class
NDA209936,N/A,N/A,N/A,2017,Type 1 - New Molecular Entity
NDA209360,GIAPREZA,ANGIOTENSIN II,La Jolla Pharmaceutical Company,2017,Type 1 - New Molecular Entity
BLA761055,DUPIXENT,DUPILUMAB,Sanofi-Aventis U.S. LLC,2017,Type 1 - New Molecular Entity
NDA208794,XERMELO,TELOTRISTAT ETHYL,"Lexicon Pharmaceuticals, Inc.",2017,Type 1 - New Molecular Entity
NDA208383,N/A,N/A,N/A,2017,Type 1 - New Molecular Entity
BLA761040,BESPONSA,INOTUZUMAB OZOGAMICIN,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",2017,Type 1 - New Molecular Entity
NDA208447,N/A,N/A,N/A,2017,Type 1 - New Molecular Entity
BLA761061,TREMFYA,GUSELKUMAB,"Janssen Biotech, Inc.",2017,Type 1 - New Molecular Entity
NDA208685,EMFLAZA,DEFLAZACORT,"PTC Therapeutics, Inc.",2017,Type 1 - New Molecular Entity
NDA209092,KISQALI,RIBOCICLIB,Novartis Pharmaceuticals Corporation,2017,Type 1 - New Molecular Entity
NDA208700,LUTATHERA,LUTETIUM LU 177 DOTATATE,"Advanced Accelerator Applications USA, Inc",2018,Type 1 - New Molecular Entity
NDA210922,ONPATTRO,PATISIRAN,"Alnylam Pharmaceuticals, Inc.",2018,Type 1 - New Molecular Entity
NDA210496,BRAFTOVI,ENCORAFENIB,Array BioPharma Inc.,2018,Type 1 - New Molecular Entity
NDA209627,ANNOVERA,SEGESTERONE ACETATE AND ETHINYL ESTRADIOL,Mayne Pharma,2018,Type 1 - New Molecular Entity and Type 4 - New Combination
BLA761067,ILUMYA,TILDRAKIZUMAB-ASMN,"Sun Pharmaceutical Industries, Inc.",2018,Type 1 - New Molecular Entity
NDA209817,NUZYRA,OMADACYCLINE,"Paratek Pharmaceuticals, Inc.",2018,Type 1 - New Molecular Entity
NDA210498,MEKTOVI,BINIMETINIB,Array BioPharma Inc.,2018,Type 1 - New Molecular Entity
NDA210450,ORILISSA,ELAGOLIX,AbbVie Inc.,2018,Type 1 - New Molecular Entity
NDA210861,VITRAKVI,LAROTRECTINIB,"Loxo Oncology, Inc.",2018,Type 1 - New Molecular Entity
NDA210589,OMEGAVEN,FISH OIL,"Fresenius Kabi USA, LLC",2018,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA210493,AKYNZEO,FOSNETUPITANT AND PALONOSETRON,"Helsinn Therapeutics (U.S.), Inc.",2018,Type 1 - New Molecular Entity and Type 4 - New Combination
BLA761092,REVCOVI,ELAPEGADEMASE-LVLR,"Chiesi USA, Inc.",2018,Type 1 - New Molecular Entity
NDA210867,MOXIDECTIN,MOXIDECTIN,Medicines Development for Global Health,2018,Type 1 - New Molecular Entity
NDA211651,TALZENNA,TALAZOPARIB,Pfizer Laboratories Div Pfizer Inc,2018,Type 1 - New Molecular Entity
NDA210795,KRINTAFEL,TAFENOQUINE SUCCINATE,GlaxoSmithKline LLC,2018,Type 1 - New Molecular Entity
BLA761051,POTELIGEO,MOGAMULIZUMAB-KPKC,"Kyowa Kirin, Inc.",2018,Type 1 - New Molecular Entity
NDA207924,OLUMIANT,BARICITINIB,Eli Lilly and Company,2018,Type 1 - New Molecular Entity
BLA761063,EMGALITY,GALCANEZUMAB-GNLM,Eli Lilly and Company,2018,Type 1 - New Molecular Entity
NDA210910,N/A,N/A,N/A,2018,Type 1 - New Molecular Entity
NDA210806,PIFELTRO,DORAVIRINE,Merck Sharp & Dohme LLC,2018,Type 1 - New Molecular Entity
BLA761090,TAKHZYRO,LANADELUMAB-FLYO,"Takeda Pharmaceuticals America, Inc.",2018,Type 1 - New Molecular Entity
NDA210923,MULPLETA,LUSUTROMBOPAG,Eddingpharm (U. S. ) Inc.,2018,Type 1 - New Molecular Entity
NDA211109,XERAVA,ERAVACYCLINE,"Tetraphase Pharmaceuticals, Inc.",2018,Type 1 - New Molecular Entity
NDA210491,SYMDEKO,TEZACAFTOR AND IVACAFTOR,Vertex Pharmaceuticals Incorporated,2018,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA209521,SEYSARA,SARECYCLINE HYDROCHLORIDE,"Almirall, LLC",2018,Type 1 - New Molecular Entity
NDA210868,LORBRENA,LORLATINIB,Pfizer Laboratories Div Pfizer Inc,2018,Type 1 - New Molecular Entity
BLA761065,TROGARZO,IBALIZUMAB,Theratechnologies Inc.,2018,Type 1 - New Molecular Entity
NDA210238,DOPTELET,AVATROMBOPAG MALEATE,"AkaRx, Inc.",2018,Type 1 - New Molecular Entity
NDA209816,NUZYRA,OMADACYCLINE,"Paratek Pharmaceuticals, Inc.",2018,Type 1 - New Molecular Entity
BLA761089,AJOVY,FREMANEZUMAB-VFRM,"Teva Pharmaceuticals USA, Inc.",2018,Type 1 - New Molecular Entity
NDA208078,FIRDAPSE,AMIFAMPRIDINE PHOSPHATE,"Catalyst Pharmaceuticals, Inc.",2018,Type 1 - New Molecular Entity
NDA206709,DIACOMIT,STIRIPENTOL,"BIOCODEX, INC.",2018,Type 1 - New Molecular Entity
NDA211192,TIBSOVO,IVOSIDENIB,Servier Pharmaceutical LLC,2018,Type 1 - New Molecular Entity
NDA207078,LOKELMA,SODIUM ZIRCONIUM CYCLOSILICATE,AstraZeneca Pharmaceuticals LP,2018,Type 1 - New Molecular Entity
NDA210854,XOFLUZA,BALOXAVIR MARBOXIL,"Genentech, Inc.",2018,Type 1 - New Molecular Entity
NDA211349,XOSPATA,GILTERITINIB,"Astellas Pharma US, Inc.",2018,Type 1 - New Molecular Entity
NDA210656,DAURISMO,GLASDEGIB,Pfizer Laboratories Div Pfizer Inc,2018,Type 1 - New Molecular Entity
NDA209299,TAVALISSE,FOSTAMATINIB,"Rigel Pharmaceuticals, Inc.",2018,Type 1 - New Molecular Entity
NDA210598,YUPELRI,REVEFENACIN,Viatris Specialty LLC,2018,Type 1 - New Molecular Entity
NDA210166,MOTEGRITY,PRUCALOPRIDE,"Takeda Pharmaceuticals America, Inc.",2018,Type 1 - New Molecular Entity
NDA209229,LUCEMYRA,LOFEXIDINE HYDROCHLORIDE,"USWM, LLC",2018,Type 1 - New Molecular Entity
NDA210303,ZEMDRI (PLAZOMICIN),PLAZOMICIN,Cipla Therapeutics Inc.,2018,Type 1 - New Molecular Entity
NDA210251,BIKTARVY,"BICTEGRAVIR SODIUM, EMTRICITABINE, AND TENOFOVIR ALAFENAMIDE FUMARATE","Gilead Sciences, Inc.",2018,Type 1 - New Molecular Entity and Type 4 - New Combination
BLA761068,CRYSVITA,BUROSUMAB,"Kyowa Kirin, Inc.",2018,Type 1 - New Molecular Entity
NDA211172,N/A,N/A,N/A,2018,Type 1 - New Molecular Entity
NDA211288,VIZIMPRO,DACOMITINIB,Pfizer Laboratories Div Pfizer Inc,2018,Type 1 - New Molecular Entity
BLA761077,AIMOVIG,ERENUMAB-AOOE,Amgen Inc,2018,Type 1 - New Molecular Entity
NDA210951,ERLEADA,APALUTAMIDE,"Janssen Products, LP",2018,Type 1 - New Molecular Entity
BLA761079,PALYNZIQ,PEGVALIASE-PQPZ,BioMarin Pharmaceutical Inc.,2018,Type 1 - New Molecular Entity
NDA209569,TISSUEBLUE,BRILLIANT BLUE G,D.O.R.C. Dutch Ophthalmic Research Center (International) B.V.,2019,Type 1 - New Molecular Entity
BLA761136,REBLOZYL,LUSPATERCEPT,Celgene Corporation,2019,Type 1 - New Molecular Entity
NDA211810,TURALIO,PEXIDARTINIB HYDROCHLORIDE,Daiichi Sankyo Inc.,2019,Type 1 - New Molecular Entity
NDA212194,GIVLAARI,GIVOSIRAN SODIUM,"Alnylam Pharmaceuticals, Inc.",2019,Type 1 - New Molecular Entity
NDA213217,BRUKINSA,ZANUBRUTINIB,"BeOne Medicines USA, Inc.",2019,Type 1 - New Molecular Entity
NDA211765,UBRELVY,UBROGEPANT,"Allergan, Inc.",2019,Type 1 - New Molecular Entity
NDA212273,TRIKAFTA,"ELEXACAFTOR, TEZACAFTOR, AND IVACAFTOR",Vertex Pharmaceuticals Incorporated,2019,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA211672,N/A,N/A,N/A,2019,Type 1 - New Molecular Entity
NDA212862,PRETOMANID,PRETOMANID,Viatris Specialty LLC,2019,Type 1 - New Molecular Entity
NDA212819,RECARBRIO,"IMIPENEM ANHYDROUS, CILASTATIN, AND RELEBACTAM ANHYDROUS",Merck Sharp & Dohme LLC,2019,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA211230,SUNOSI,SOLRIAMFETOL,"Axsome Therapeutics, Inc.",2019,Type 1 - New Molecular Entity
BLA761062,EVENITY,ROMOSOZUMAB-AQQG,"Amgen, Inc",2019,Type 1 - New Molecular Entity
NDA211970,VYONDYS 53,GOLODIRSEN,"Sarepta Therapeutics, Inc.",2019,Type 1 - New Molecular Entity
NDA200655,FLUORODOPA F18,FLUORODOPA F18,THE FEINSTEIN INSTITUTES FOR MEDICAL RESEARCH,2019,Type 1 - New Molecular Entity
NDA212526,PIQRAY,ALPELISIB,Novartis Pharmaceuticals Corporation,2019,Type 1 - New Molecular Entity
NDA212320,ACCRUFER,FERRIC MALTOL,Shield TX (UK) Ltd,2019,Type 1 - New Molecular Entity
NDA212099,NUBEQA,DAROLUTAMIDE,Bayer HealthCare Pharmaceuticals Inc.,2019,Type 1 - New Molecular Entity
NDA209500,CAPLYTA,LUMATEPERONE,"Intra-Cellular Therapies, Inc",2019,Type 1 - New Molecular Entity
NDA209445,FETROJA,CEFIDEROCOL SULFATE TOSYLATE,Shionogi Inc.,2019,Type 1 - New Molecular Entity
NDA212839,XCOPRI,CENOBAMATE,"SK Life Science, Inc.",2019,Type 1 - New Molecular Entity
NDA212306,XPOVIO,SELINEXOR,Karyopharm Therapeutics Inc.,2019,Type 1 - New Molecular Entity
NDA212725,ROZLYTREK,ENTRECTINIB,"Genentech, Inc.",2019,Type 1 - New Molecular Entity
BLA761139,ENHERTU,FAM-TRASTUZUMAB DERUXTECAN-NXKI,Daiichi Sankyo Inc.,2019,Type 1 - New Molecular Entity
NDA211527,AKLIEF,TRIFAROTENE,"Galderma Laboratories, L.P.",2019,Type 1 - New Molecular Entity
NDA210828,GA-68-DOTATOC,EDOTREOTIDE GALLIUM GA-68,UIHC  P E T Imaging Center,2019,Type 1 - New Molecular Entity
NDA211280,REYVOW,LASMIDITAN,Eli Lilly and Company,2019,Type 1 - New Molecular Entity
NDA209884,MAYZENT,SIPONIMOD,Novartis Pharmaceuticals Corporation,2019,Type 1 - New Molecular Entity
BLA761085,JEUVEAU,PRABOTULINUM TOXIN TYPE A,"Evolus, Inc.",2019,Type 1 - New Molecular Entity
NDA022075,NOURIANZ,ISTRADEFYLLINE,"Kyowa Kirin, Inc.",2019,Type 1 - New Molecular Entity
NDA208711,EGATEN,TRICLABENDAZOLE,Novartis Pharmaceuticals Corporation,2019,Type 1 - New Molecular Entity
NDA212018,BALVERSA,ERDAFITINIB,Janssen Products LP,2019,Type 1 - New Molecular Entity
NDA212028,DAYVIGO,LEMBOREXANT,Eisai Inc.,2019,Type 1 - New Molecular Entity
NDA212327,INREBIC,FEDRATINIB HYDROCHLORIDE,Celgene Corporation,2019,Type 1 - New Molecular Entity
NDA212279,EXEM FOAM,AIR POLYMER-TYPE A INTRAUTERINE FOAM,GISKIT PHARMA B.V.,2019,Type 1 - New Molecular Entity
NDA210797,SCENESSE,AFAMELANOTIDE,CLINUVEL INC.,2019,Type 1 - New Molecular Entity
NDA211675,RINVOQ,UPADACITINIB,AbbVie Inc.,2019,Type 1 - New Molecular Entity
NDA211996,VYNDAQEL,TAFAMIDIS MEGLUMINE,Pfizer Laboratories Div Pfizer Inc,2019,Type 1 - New Molecular Entity
NDA211673,N/A,N/A,N/A,2019,Type 1 - New Molecular Entity
BLA761137,PADCEV EJFV,ENFORTUMAB VEDOTIN,SEAGEN INC.,2019,Type 1 - New Molecular Entity
NDA210557,VYLEESI,BREMELANOTIDE,"Cosette Pharmaceuticals, Inc.",2019,Type 1 - New Molecular Entity
NDA211801,IBSRELA,TENAPANOR HYDROCHLORIDE,"Ardelyx, Inc.",2019,Type 1 - New Molecular Entity
BLA761169,INMAZEB,"ATOLTIVIMAB, MAFTIVIMAB, AND ODESIVIMAB-EBGN","Regeneron Pharmaceuticals, Inc.",2020,Type 1 - New Molecular Entity
NDA213246,RETEVMO,SELPERCATINIB,Eli Lilly and Company,2020,Type 1 - New Molecular Entity
BLA761149,ENSPRYNG,SATRALIZUMAB,"Genentech, Inc.",2020,Type 1 - New Molecular Entity
NDA213591,TABRECTA,CAPMATINIB,Novartis Pharmaceuticals Corporation,2020,Type 1 - New Molecular Entity
NDA214787,VEKLURY,REMDESIVIR,"Gilead Sciences, Inc.",2020,Type 1 - New Molecular Entity
BLA761143,TEPEZZA,TEPROTUMUMAB,"Horizon Therapeutics USA, Inc.",2020,Type 1 - New Molecular Entity
NDA212123,TAUVID,FLORTAUCIPIR F-18,Eli Lilly and Company,2020,Type 1 - New Molecular Entity
NDA210730,OLINVYK,OLICERIDINE,"Trevena, Inc.",2020,Type 1 - New Molecular Entity
NDA213464,LAMPIT,NIFURTIMOX,Bayer HealthCare Pharmaceuticals Inc.,2020,Type 1 - New Molecular Entity
BLA761156,SOGROYA,SOMAPACITAN-BECO,Novo Nordisk,2020,Type 1 - New Molecular Entity
BLA761171,DANYELZA,NAXITAMAB,BTG International Inc.,2020,Type 1 - New Molecular Entity
BLA761163,MONJUVI,TAFASITAMAB-CXIX,Incyte Corporation,2020,Type 1 - New Molecular Entity
NDA213973,QINLOCK,RIPRETINIB,"Deciphera Pharmaceuticals, LLC",2020,Type 1 - New Molecular Entity
NDA213227,DETECTNET,COPPER CU 64 DOTATATE,CURIUM US LLC,2020,Type 1 - New Molecular Entity
BLA761142,UPLIZNA,INEBILIZUMAB,"Horizon Therapeutics USA, Inc.",2020,Type 1 - New Molecular Entity
NDA213189,KLISYRI,TIRBANIBULIN,"Almirall, LLC",2020,Type 1 - New Molecular Entity
NDA212728,NURTEC ODT,RIMEGEPANT SULFATE,Pfizer Laboratories Div Pfizer Inc,2020,Type 1 - New Molecular Entity
NDA212801,ISTURISA,OSILODROSTAT,"Recordati Rare Diseases, Inc.",2020,Type 1 - New Molecular Entity
BLA761150,MARGENZA,MARGETUXIMAB-CMKB,TerSera Therapeutics LLC,2020,Type 1 - New Molecular Entity
BLA761172,EBANGA,ANSUVIMAB,"Emergent Manufacturing Operations Baltimore, LLC",2020,Type 1 - New Molecular Entity
NDA214621,ORGOVYX,RELUGOLIX,"Sumitomo Pharma America, Inc.",2020,Type 1 - New Molecular Entity
NDA213433,WINLEVI,CLASCOTERONE,"Sun Pharmaceutical Industries, Inc.",2020,Type 1 - New Molecular Entity
NDA212489,ONGENTYS,OPICAPONE,Amneal Pharmaceuticals LLC,2020,Type 1 - New Molecular Entity
NDA212950,RUKOBIA,FOSTEMSAVIR TROMETHAMINE,ViiV Healthcare Company,2020,Type 1 - New Molecular Entity
NDA211616,NEXLETOL,BEMPEDOIC ACID,"Esperion Therapeutics, Inc.",2020,Type 1 - New Molecular Entity
NDA213036,N/A,N/A,N/A,2020,Type 1 - New Molecular Entity
NDA213702,ZEPZELCA,LURBINECTEDIN,"Jazz Pharmaceuticals, Inc.",2020,Type 1 - New Molecular Entity
NDA209899,ZEPOSIA 7-DAY STARTER PACK,OZANIMOD HYDROCHLORIDE,Celgene Corporation,2020,Type 1 - New Molecular Entity
NDA213736,PEMAZYRE,PEMIGATINIB,Incyte Corporation,2020,Type 1 - New Molecular Entity
NDA213756,KOSELUGO,SELUMETINIB,AstraZeneca Pharmaceuticals LP,2020,Type 1 - New Molecular Entity
NDA212295,BYFAVO,REMIMAZOLAM BESYLATE,"Acacia Pharma, Ltd.",2020,Type 1 - New Molecular Entity
NDA214094,ORLADEYO,BEROTRALSTAT HYDROCHLORIDE,"BioCryst Pharmaceuticals, Inc.",2020,Type 1 - New Molecular Entity
NDA213411,TUKYSA,TUCATINIB,SEAGEN INC.,2020,Type 1 - New Molecular Entity
NDA206966,N/A,N/A,N/A,2020,Type 1 - New Molecular Entity
NDA212642,GALLIUM GA-68 PSMA-11,GALLIUM GA-68 GOZETOTIDE,UCLA Biomedical Cyclotron,2020,Type 1 - New Molecular Entity
NDA212576,INQOVI,CEDAZURIDINE AND DECITABINE,"Taiho Pharmaceutical Co., Ltd.",2020,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA214103,OXLUMO,LUMASIRAN,"Alnylam Pharmaceuticals, Inc.",2020,Type 1 - New Molecular Entity
NDA213793,IMCIVREE,SETMELANOTIDE,"Rhythm Pharmaceuticals, Inc",2020,Type 1 - New Molecular Entity
NDA212643,GALLIUM GA-68 PSMA-11,GALLIUM GA-68 GOZETOTIDE,UCSF Radiopharmaceutical Facility,2020,Type 1 - New Molecular Entity
NDA213687,DOJOLVI,TRIHEPTANOIN,Ultragenyx Pharmaceutical Inc.,2020,Type 1 - New Molecular Entity
NDA212154,VILTEPSO,VILTOLARSEN,"NS Pharma, Inc.",2020,Type 1 - New Molecular Entity
NDA212155,CERIANNA,FLUOROESTRADIOL F 18,GE Healthcare Inc.,2020,Type 1 - New Molecular Entity
NDA211281,N/A,N/A,N/A,2020,Type 1 - New Molecular Entity
NDA213721,GAVRETO,PRALSETINIB,"Genentech, Inc.",2020,Type 1 - New Molecular Entity
NDA213006,GEMTESA,VIBEGRON,"Sumitomo Pharma America, Inc.",2020,Type 1 - New Molecular Entity
NDA209510,BARHEMSYS,AMISULPRIDE,Acacia Pharma Ltd,2020,Type 1 - New Molecular Entity
NDA212608,AYVAKIT,AVAPRITINIB,Blueprint Medicines Corporation,2020,Type 1 - New Molecular Entity
NDA211617,NEXLIZET,BEMPEDOIC ACID AND EZETIMIBE,"Esperion Therapeutics, Inc.",2020,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA215498,BYLVAY,ODEVIXIBAT,"Ipsen Biopharmaceuticals, Inc.",2021,Type 1 - New Molecular Entity
BLA761195,VYVGART,EFGARTIGIMOD ALFA,argenx US,2021,Type 1 - New Molecular Entity
NDA212994,AZSTARYS,SERDEXMETHYLPHENIDATE AND DEXMETHYLPHENIDATE,"Commave Sub, LLC",2021,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA215358,SCEMBLIX,ASCIMINIB,Novartis Pharmaceuticals Corporation,2021,Type 1 - New Molecular Entity
NDA214200,COSELA,TRILACICLIB,"G1 Therapeutics, Inc.",2021,Type 1 - New Molecular Entity
NDA215383,WELIREG,BELZUTIFAN,Merck Sharp & Dohme LLC,2021,Type 1 - New Molecular Entity
NDA214487,TAVNEOS,AVACOPAN,"ChemoCentryx, Inc.",2021,Type 1 - New Molecular Entity
BLA761174,JEMPERLI,DOSTARLIMAB,GlaxoSmithKline LLC,2021,Type 1 - New Molecular Entity
NDA211964,QELBREE,VILOXAZINE HYDROCHLORIDE,"Supernus Pharmaceuticals, Inc",2021,Type 1 - New Molecular Entity
NDA214018,NULIBRY,FOSDENOPTERIN HYDROBROMIDE,"Sentynl Therapeutics, Inc.",2021,Type 1 - New Molecular Entity
BLA761196,ZYNLONTA,LONCASTUXIMAB TESIRINE,"ADC Therapeutics America, Inc.",2021,Type 1 - New Molecular Entity
NDA214793,PYLARIFY,PIFLUFOLASTAT F-18,"Progenics Pharmaceuticals, Inc.",2021,Type 1 - New Molecular Entity
NDA214665,LUMAKRAS,SOTORASIB,Amgen Inc,2021,Type 1 - New Molecular Entity
NDA214429,FEXINIDAZOLE,FEXINIDAZOLE,Sanofi-Aventis U.S. LLC,2021,Type 1 - New Molecular Entity
BLA761181,EVKEEZA,EVINACUMAB,"Regeneron Pharmaceuticals, Inc.",2021,Type 1 - New Molecular Entity
NDA214938,VOXZOGO 0.4MG,VOSORITIDE,BioMarin Pharmaceutical Inc.,2021,Type 1 - New Molecular Entity
BLA761180,ADBRY,TRALOKINUMAB-LDRM,LEO Pharma Inc.,2021,Type 1 - New Molecular Entity
NDA214662,LIVMARLI,MARALIXIBAT CHLORIDE,Mirum Pharmaceuticals Inc.,2021,Type 1 - New Molecular Entity
NDA213026,AMONDYS 45,CASIMERSEN,"Sarepta Therapeutics, Inc.",2021,Type 1 - New Molecular Entity
BLA761179,RYLAZE,ASPARAGINASE ERWINIA CHRYSANTHEMI (RECOMBINANT)-RYWN,"Jazz Pharmaceuticals, Inc.",2021,Type 1 - New Molecular Entity
BLA761178,N/A,N/A,N/A,2021,Type 1 - New Molecular Entity
NDA215014,EMPAVELI,PEGCETACOPLAN,"Apellis Pharmaceuticals, Inc.",2021,Type 1 - New Molecular Entity
NDA215310,N/A,N/A,N/A,2021,Type 1 - New Molecular Entity
NDA213378,LYBALVI,OLANZAPINE AND SAMIDORPHAN L-MALATE,"Alkermes, Inc.",2021,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA214622,N/A,N/A,N/A,2021,Type 1 - New Molecular Entity
NDA214012,LEQVIO,INCLISIRAN,Novartis Pharmaceuticals Corporation,2021,Type 1 - New Molecular Entity
NDA214231,ZEGALOGUE,DASIGLUCAGON,Novo Nordisk,2021,Type 1 - New Molecular Entity
BLA761224,TEZSPIRE,TEZEPELUMAB-EKKO,Amgen Inc,2021,Type 1 - New Molecular Entity
NDA213498,PONVORY,PONESIMOD,"Janssen Pharmaceuticals, Inc",2021,Type 1 - New Molecular Entity
BLA761194,NEXVIAZYME,AVALGLUCOSIDASE ALFA-NGPT,Genzyme Corporation,2021,Type 1 - New Molecular Entity
NDA215341,KERENDIA,FINERENONE,Bayer HealthCare Pharmaceuticals Inc.,2021,Type 1 - New Molecular Entity
BLA761166,BESREMI,ROPEGINTERFERON ALFA-2B,PharmaEssentia USA,2021,Type 1 - New Molecular Entity
BLA761210,RYBREVANT,AMIVANTAMAB-VMJW,"Janssen Biotech, Inc.",2021,Type 1 - New Molecular Entity
NDA214900,N/A,N/A,N/A,2021,Type 1 - New Molecular Entity
NDA214154,NEXTSTELLIS,DROSPIRENONE AND ESTETROL,Mayne Pharma,2021,Type 1 - New Molecular Entity and Type 4 - New Combination
BLA761177,SKYTROFA,LONAPEGSOMATROPIN-TCGD,"Ascendis Pharma Endocrinology, Inc.",2021,Type 1 - New Molecular Entity
NDA214907,CYTALUX,PAFOLACIANINE INJECTION,"On Target Laboratories, Inc.",2021,Type 1 - New Molecular Entity
NDA212904,FOTIVDA,TIVOZANIB,"AVEO Pharmaceuticals, Inc.",2021,Type 1 - New Molecular Entity
NDA212888,CABENUVA,CABOTEGRAVIR AND RILPIVIRINE,ViiV Healthcare Company,2021,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA213716,LUPKYNIS,VOCLOSPORIN,"Aurinia Pharma U.S., Inc.",2021,Type 1 - New Molecular Entity
NDA214916,KORSUVA,DIFELIKEFALIN,"Vifor (International), Inc.",2021,Type 1 - New Molecular Entity
NDA214096,TEPMETKO,TEPOTINIB HYDROCHLORIDE,"EMD Serono, Inc.",2021,Type 1 - New Molecular Entity
BLA761208,TIVDAK,TISOTUMAB VEDOTIN,SEAGEN INC.,2021,Type 1 - New Molecular Entity
BLA761164,ENJAYMO,SUTIMLIMAB-JOME,"Recordati Rare Diseases, Inc.",2022,Type 1 - New Molecular Entity
NDA216340,KRAZATI,ADAGRASIB,"Mirati Therapeutics, Inc",2022,Type 1 - New Molecular Entity
BLA761291,TECVAYLI,TECLISTAMAB-CQYV,"Janssen Biotech, Inc.",2022,Type 1 - New Molecular Entity
NDA215833,PLUVICTO,LUTETIUM LU 177 VIPIVOTIDE TETRAXETAN,Novartis Pharmaceuticals Corporation,2022,Type 1 - New Molecular Entity
NDA214998,CAMZYOS,MAVACAMTEN,"Myokardia, Inc.",2022,Type 1 - New Molecular Entity
BLA761310,ELAHERE,MIRVETUXIMAB SORAVTANSINE,"ImmunoGen, Inc.",2022,Type 1 - New Molecular Entity
NDA214985,QUVIVIQ,DARIDOREXANT,Idorsia Pharmaceuticals Ltd,2022,Type 1 - New Molecular Entity
NDA215814,REZLIDHIA,OLUTASIDENIB,"Rigel Pharmaceuticals, Inc.",2022,Type 1 - New Molecular Entity
BLA761148,ROLVEDON,EFLAPEGRASTIM-XNST,"Spectrum Pharmaceuticals, Inc.",2022,Type 1 - New Molecular Entity
NDA022231,TERLIVAZ,TERLIPRESSIN,Mallinckrodt Hospital Products Inc.,2022,Type 1 - New Molecular Entity
NDA216660,N/A,N/A,N/A,2022,Type 1 - New Molecular Entity
NDA214801,LYTGOBI,FUTIBATINIB,"TAIHO PHARMACEUTICAL CO., LTD.",2022,Type 1 - New Molecular Entity
NDA214958,SOTYKTU,DEUCRAVACITINIB,"E.R. Squibb & Sons, L.L.C.",2022,Type 1 - New Molecular Entity
NDA215888,VIVJOA,OTESECONAZOLE,"Mycovia Pharmaceuticals, Inc.",2022,Type 1 - New Molecular Entity
BLA761289,IMJUDO,TREMELIMUMAB,AstraZeneca Pharmaceuticals LP,2022,Type 1 - New Molecular Entity
NDA215904,ZTALMY,GANAXOLONE,Immedica Pharma US Inc,2022,Type 1 - New Molecular Entity
NDA215974,SUNLENCA,LENACAPAVIR SODIUM,"Gilead Sciences, Inc.",2022,Type 1 - New Molecular Entity
BLA761244,SPEVIGO,SPESOLIMAB-SBZO,"Boehringer Ingelheim Pharmaceuticals, Inc.",2022,Type 1 - New Molecular Entity
BLA761192,NEXOBRID,ANACAULASE-BCDB,Vericel Corporation,2022,Type 1 - New Molecular Entity
BLA761263,LUNSUMIO,MOSUNETUZUMAB,"Genentech, Inc.",2022,Type 1 - New Molecular Entity
NDA208712,VONJO,PACRITINIB,"Sobi, Inc.",2022,Type 1 - New Molecular Entity
NDA216986,VUEWAY,GADOPICLENOL,BRACCO DIAGNOSTICS INC,2022,Type 1 - New Molecular Entity and Type 4 - New Combination
BLA761261,XENPOZYME,OLIPUDASE ALFA-RPCP,Genzyme Corporation,2022,Type 1 - New Molecular Entity
NDA213871,CIBINQO,ABROCITINIB,U.S. Pharmaceuticals,2022,Type 1 - New Molecular Entity
BLA761235,VABYSMO,FARICIMAB,"Genentech, Inc.",2022,Type 1 - New Molecular Entity
BLA761238,BRIUMVI,UBLITUXIMAB,"TG Therapeutics, Inc.",2022,Type 1 - New Molecular Entity
NDA216196,AQVESME,MITAPIVAT,"Agios Pharmaceuticals, Inc.",2022,Type 1 - New Molecular Entity
BLA761234,OPDUALAG,NIVOLUMAB AND RELATLIMAB-RMBW,"E.R. Squibb & Sons, L.L.C.",2022,Type 1 - New Molecular Entity
NDA215092,OMLONTI,OMIDENEPAG ISOPROPYL,"Ocuvex Therapeutics, Inc.",2022,Type 1 - New Molecular Entity
NDA215152,VOQUEZNA TRIPLE PAK,"VONOPRAZAN FUMARATE, AMOXICILLIN AND CLARITHROMYCIN",Phathom Pharmaceuticals Inc.,2022,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA215866,MOUNJARO,TIRZEPATIDE,Eli Lilly and Company,2022,Type 1 - New Molecular Entity
BLA761228,KIMMTRAK,TEBENTAFUSP,Immunocore Commercial LLC,2022,Type 1 - New Molecular Entity
BLA761183,TZIELD,TEPLIZUMAB-MZWV,"Provention Bio, Inc.",2022,Type 1 - New Molecular Entity
NDA215272,VTAMA,TAPINAROF,Organon LLC,2022,Type 1 - New Molecular Entity
NDA215973,SUNLENCA,LENACAPAVIR SODIUM,"Gilead Sciences, Inc.",2022,Type 1 - New Molecular Entity
NDA215515,AMVUTTRA,VUTRISIRAN,"Alnylam Pharmaceuticals, Inc.",2022,Type 1 - New Molecular Entity
NDA216956,VELSIPITY,ETRASIMOD,Pfizer Laboratories Div Pfizer Inc,2023,Type 1 - New Molecular Entity
